ordinal	jar	distribution_path	original_sha256	pom_relation	recovered_source_namespaces	stage1_disposition	candidate_artifact	candidate_sha256	later_scope	decision_reason
413	datomic.specs-0.1.3.jar	lib/datomic.specs-0.1.3.jar	77480e064e4c4774d5f64effe39b78f998465247d616bcaf11fd237a6358b4a0	direct-pom	1	RETAIN_HASH_PINNED_STAGE1	lib/datomic.specs-0.1.3.jar	77480e064e4c4774d5f64effe39b78f998465247d616bcaf11fd237a6358b4a0	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
414	diffutils-1.3.0.jar	lib/diffutils-1.3.0.jar	61ba4dc49adca95243beaa0569adc2a23aedb5292ae78aa01186fa782ebdc5c2	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/diffutils-1.3.0.jar	61ba4dc49adca95243beaa0569adc2a23aedb5292ae78aa01186fa782ebdc5c2	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
415	dynamodb-848.2.1413.0.jar	lib/dynamodb-848.2.1413.0.jar	bc7bc3afea34a51f10ab99b87b5f958cebac1dd1a40282d8fe5f7427758c2d69	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/dynamodb-848.2.1413.0.jar	bc7bc3afea34a51f10ab99b87b5f958cebac1dd1a40282d8fe5f7427758c2d69	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
416	endpoints-1.1.12.504.jar	lib/endpoints-1.1.12.504.jar	807be9eb591bfe50c8e4bef763f1cab301d5ece79d449dd895a9f1e9c2fde3a4	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/endpoints-1.1.12.504.jar	807be9eb591bfe50c8e4bef763f1cab301d5ece79d449dd895a9f1e9c2fde3a4	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
417	error_prone_annotations-2.18.0.jar	lib/error_prone_annotations-2.18.0.jar	9e6814cb71816988a4fd1b07a993a8f21bb7058d522c162b1de849e19bea54ae	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/error_prone_annotations-2.18.0.jar	9e6814cb71816988a4fd1b07a993a8f21bb7058d522c162b1de849e19bea54ae	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
418	eventstream-1.0.1.jar	lib/eventstream-1.0.1.jar	0c37d8e696117f02c302191b8110b0d0eb20fa412fce34c3a269ec73c16ce822	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/eventstream-1.0.1.jar	0c37d8e696117f02c302191b8110b0d0eb20fa412fce34c3a269ec73c16ce822	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
419	failureaccess-1.0.1.jar	lib/failureaccess-1.0.1.jar	a171ee4c734dd2da837e4b16be9df4661afab72a41adaf31eb84dfdaf936ca26	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/failureaccess-1.0.1.jar	a171ee4c734dd2da837e4b16be9df4661afab72a41adaf31eb84dfdaf936ca26	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
420	fressian-0.6.8.jar	lib/fressian-0.6.8.jar	369bfd851ac23cb5b319791567d101de070cafd76fe2765eaf5a948ef6369915	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/fressian-0.6.8.jar	369bfd851ac23cb5b319791567d101de070cafd76fe2765eaf5a948ef6369915	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
421	guava-32.0.1-android.jar	lib/guava-32.0.1-android.jar	12429ff9ac33b7afd8b1a5071179757cf4d3c47f0f4099bc0384e644ecbf82dd	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/guava-32.0.1-android.jar	12429ff9ac33b7afd8b1a5071179757cf4d3c47f0f4099bc0384e644ecbf82dd	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
422	h2-2.1.214.jar	lib/h2-2.1.214.jar	d623cdc0f61d218cf549a8d09f1c391ff91096116b22e2475475fce4fbe72bd0	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/h2-2.1.214.jar	d623cdc0f61d218cf549a8d09f1c391ff91096116b22e2475475fce4fbe72bd0	h2-development-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
423	hiccup-1.0.1.jar	lib/hiccup-1.0.1.jar	2606d017e7dbf7b371ea7709000272094dc64a0455331320a9bdd2d091f075ff	direct-pom	6	RETAIN_HASH_PINNED_STAGE1	lib/hiccup-1.0.1.jar	2606d017e7dbf7b371ea7709000272094dc64a0455331320a9bdd2d091f075ff	http-and-optional-access	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
424	hmac-authn-0.1.211.jar	lib/hmac-authn-0.1.211.jar	99246e8dff08ff384e5c6603e5877776fa6c9e9fa9ee2fb494a62b7279b4a33a	transitive-or-packaged	1	RETAIN_HASH_PINNED_STAGE1	lib/hmac-authn-0.1.211.jar	99246e8dff08ff384e5c6603e5877776fa6c9e9fa9ee2fb494a62b7279b4a33a	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
425	http-client-1.0.126.jar	lib/http-client-1.0.126.jar	398bc055536ea1e8fb10d18330fef15b585b4da7b8ee0923bebef64a95023665	direct-pom	2	RETAIN_HASH_PINNED_STAGE1	lib/http-client-1.0.126.jar	398bc055536ea1e8fb10d18330fef15b585b4da7b8ee0923bebef64a95023665	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
426	http-client-spi-2.15.66.jar	lib/http-client-spi-2.15.66.jar	52b5cd8238cd1589e9e9a2154c739b24768ba3fd3b3fc0bccf8e0541748d408f	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/http-client-spi-2.15.66.jar	52b5cd8238cd1589e9e9a2154c739b24768ba3fd3b3fc0bccf8e0541748d408f	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
427	http-endpoint-1.0.104.jar	lib/http-endpoint-1.0.104.jar	1119bdacdb3c96cdcf73ffefc19a6abc2c6c62d511034be2ff572c19c0c56000	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/http-endpoint-1.0.104.jar	1119bdacdb3c96cdcf73ffefc19a6abc2c6c62d511034be2ff572c19c0c56000	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
428	httpclient-4.5.13.jar	lib/httpclient-4.5.13.jar	6fe9026a566c6a5001608cf3fc32196641f6c1e5e1986d1037ccdbd5f31ef743	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/httpclient-4.5.13.jar	6fe9026a566c6a5001608cf3fc32196641f6c1e5e1986d1037ccdbd5f31ef743	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
429	httpcore-4.4.13.jar	lib/httpcore-4.4.13.jar	e06e89d40943245fcfa39ec537cdbfce3762aecde8f9c597780d2b00c2b43424	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/httpcore-4.4.13.jar	e06e89d40943245fcfa39ec537cdbfce3762aecde8f9c597780d2b00c2b43424	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
430	io-stats-1.0.14.jar	lib/io-stats-1.0.14.jar	2492424bde37f366c77d0425800385f6c8e9a6459bca38a4fc2d315bcb14e7d5	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/io-stats-1.0.14.jar	2492424bde37f366c77d0425800385f6c8e9a6459bca38a4fc2d315bcb14e7d5	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
431	ion-1.0.67.jar	lib/ion-1.0.67.jar	726da9bfffa2746cc0f5147a4b62feae571fc475cf824e991e703984b9f1bd7b	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/ion-1.0.67.jar	726da9bfffa2746cc0f5147a4b62feae571fc475cf824e991e703984b9f1bd7b	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
432	ion-java-1.0.2.jar	lib/ion-java-1.0.2.jar	0d127b205a1fce0abc2a3757a041748651bc66c15cf4c059bac5833b27d471a5	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/ion-java-1.0.2.jar	0d127b205a1fce0abc2a3757a041748651bc66c15cf4c059bac5833b27d471a5	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
433	j2objc-annotations-2.8.jar	lib/j2objc-annotations-2.8.jar	f02a95fa1a5e95edb3ed859fd0fb7df709d121a35290eff8b74dce2ab7f4d6ed	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/j2objc-annotations-2.8.jar	f02a95fa1a5e95edb3ed859fd0fb7df709d121a35290eff8b74dce2ab7f4d6ed	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
434	jackson-annotations-2.13.4.jar	lib/jackson-annotations-2.13.4.jar	ac5b27a634942391ca113850ee7db01df1499a240174021263501c05fc653b44	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/jackson-annotations-2.13.4.jar	ac5b27a634942391ca113850ee7db01df1499a240174021263501c05fc653b44	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
435	jackson-core-2.13.4.jar	lib/jackson-core-2.13.4.jar	4c2e043200edd9ee7ba6fc378bd5c17784a5bf2388e152d208068b51fd0839cf	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/jackson-core-2.13.4.jar	4c2e043200edd9ee7ba6fc378bd5c17784a5bf2388e152d208068b51fd0839cf	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
436	jackson-databind-2.13.4.2.jar	lib/jackson-databind-2.13.4.2.jar	ba1a368137f9b92f48dd07f299ff7a782a69487b853ef5578215426fcde8f08b	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/jackson-databind-2.13.4.2.jar	ba1a368137f9b92f48dd07f299ff7a782a69487b853ef5578215426fcde8f08b	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
437	jackson-dataformat-cbor-2.12.6.jar	lib/jackson-dataformat-cbor-2.12.6.jar	cfa008d15f052e69221e8c3193056ff95c3c594271321ccac8d72dc1a770619c	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/jackson-dataformat-cbor-2.12.6.jar	cfa008d15f052e69221e8c3193056ff95c3c594271321ccac8d72dc1a770619c	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
438	jansi-1.11.jar	lib/jansi-1.11.jar	9e82163ed2fc6257fe627132ce554726e796edee4e5efe9d9e523aee217d60b8	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/jansi-1.11.jar	9e82163ed2fc6257fe627132ce554726e796edee4e5efe9d9e523aee217d60b8	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
439	java-driver-core-shaded-4.17.0.jar	lib/java-driver-core-shaded-4.17.0.jar	d8796e5b905ca29813054bff43edfbc8329a26992f19c6dd9da66179a909d151	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/java-driver-core-shaded-4.17.0.jar	d8796e5b905ca29813054bff43edfbc8329a26992f19c6dd9da66179a909d151	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
440	java-driver-shaded-guava-25.1-jre-graal-sub-1.jar	lib/java-driver-shaded-guava-25.1-jre-graal-sub-1.jar	8d1e57ab48ff4cc09b1a1f033218ad50f96cf92922f732cf333ec386c9e5c9ae	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/java-driver-shaded-guava-25.1-jre-graal-sub-1.jar	8d1e57ab48ff4cc09b1a1f033218ad50f96cf92922f732cf333ec386c9e5c9ae	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
441	java-io-0.1.29.jar	lib/java-io-0.1.29.jar	dad7eb77c59ad76ce19f6dbc056994f8c8041220dafb6f21fd2e0c8003b93343	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/java-io-0.1.29.jar	dad7eb77c59ad76ce19f6dbc056994f8c8041220dafb6f21fd2e0c8003b93343	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
442	java.classpath-0.3.0.jar	lib/java.classpath-0.3.0.jar	2176f6bed34c58675df7d54d814665a09118fb265f1ae666de1960f3cbb1510e	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/java.classpath-0.3.0.jar	2176f6bed34c58675df7d54d814665a09118fb265f1ae666de1960f3cbb1510e	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
443	java.jmx-1.0.0.jar	lib/java.jmx-1.0.0.jar	7846b47d3c151c71663cf92d6fcd19af19811ba0358951f43614bd26d94edec0	direct-pom	1	RETAIN_HASH_PINNED_STAGE1	lib/java.jmx-1.0.0.jar	7846b47d3c151c71663cf92d6fcd19af19811ba0358951f43614bd26d94edec0	operations-and-observability	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
444	javassist-3.18.1-GA.jar	lib/javassist-3.18.1-GA.jar	3fb71231afd098bb0f93f5eb97aa8291c8d0556379125e596f92ec8f944c6162	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/javassist-3.18.1-GA.jar	3fb71231afd098bb0f93f5eb97aa8291c8d0556379125e596f92ec8f944c6162	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
445	javax.activation-api-1.2.0.jar	lib/javax.activation-api-1.2.0.jar	43fdef0b5b6ceb31b0424b208b930c74ab58fac2ceeb7b3f6fd3aeb8b5ca4393	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/javax.activation-api-1.2.0.jar	43fdef0b5b6ceb31b0424b208b930c74ab58fac2ceeb7b3f6fd3aeb8b5ca4393	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
446	javax.servlet-api-3.1.0.jar	lib/javax.servlet-api-3.1.0.jar	af456b2dd41c4e82cf54f3e743bc678973d9fe35bd4d3071fa05c7e5333b8482	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/javax.servlet-api-3.1.0.jar	af456b2dd41c4e82cf54f3e743bc678973d9fe35bd4d3071fa05c7e5333b8482	http-and-optional-access	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
447	jaxb-api-2.4.0-b180830.0359.jar	lib/jaxb-api-2.4.0-b180830.0359.jar	56b9e9702753763007435162ea788055efcfefc86ab920f032c0411dc547b836	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/jaxb-api-2.4.0-b180830.0359.jar	56b9e9702753763007435162ea788055efcfefc86ab920f032c0411dc547b836	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
448	jcip-annotations-1.0-1.jar	lib/jcip-annotations-1.0-1.jar	4fccff8382aafc589962c4edb262f6aa595e34f1e11e61057d1c6a96e8fc7323	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/jcip-annotations-1.0-1.jar	4fccff8382aafc589962c4edb262f6aa595e34f1e11e61057d1c6a96e8fc7323	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
449	jcl-over-slf4j-1.7.36.jar	lib/jcl-over-slf4j-1.7.36.jar	ab57ca8fd223772c17365d121f59e94ecbf0ae59d08c03a3cb5b81071c019195	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/jcl-over-slf4j-1.7.36.jar	ab57ca8fd223772c17365d121f59e94ecbf0ae59d08c03a3cb5b81071c019195	operations-and-observability	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
450	jctools-core-2.1.2.jar	lib/jctools-core-2.1.2.jar	93dcfe1b4b5c2ae8109a98003e2092d04f83ace4ed0cc0b1754c895c81ddaee6	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/jctools-core-2.1.2.jar	93dcfe1b4b5c2ae8109a98003e2092d04f83ace4ed0cc0b1754c895c81ddaee6	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
451	jetty-client-9.4.53.v20231009.jar	lib/jetty-client-9.4.53.v20231009.jar	9f5b83f64307bbb5d42dd4273e88d642214b275490363bac954369f029643c66	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/jetty-client-9.4.53.v20231009.jar	9f5b83f64307bbb5d42dd4273e88d642214b275490363bac954369f029643c66	http-and-optional-access	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
452	jetty-continuation-9.4.53.v20231009.jar	lib/jetty-continuation-9.4.53.v20231009.jar	f00b5ec1cd2c0c29b7f1bde11f519f0e1cc854b40f292c2a73f20f4617ea6adf	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/jetty-continuation-9.4.53.v20231009.jar	f00b5ec1cd2c0c29b7f1bde11f519f0e1cc854b40f292c2a73f20f4617ea6adf	http-and-optional-access	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
453	jetty-http-9.4.53.v20231009.jar	lib/jetty-http-9.4.53.v20231009.jar	c0a0cbd25998a13ce68481d6002757e6489ea0253463db761fec0cb30d15d612	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/jetty-http-9.4.53.v20231009.jar	c0a0cbd25998a13ce68481d6002757e6489ea0253463db761fec0cb30d15d612	http-and-optional-access	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
454	jetty-io-9.4.53.v20231009.jar	lib/jetty-io-9.4.53.v20231009.jar	779a91750a60957c613ce5013404269717c504c2b21f3a73145e81c3dc41c67f	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/jetty-io-9.4.53.v20231009.jar	779a91750a60957c613ce5013404269717c504c2b21f3a73145e81c3dc41c67f	http-and-optional-access	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
455	jetty-security-9.4.53.v20231009.jar	lib/jetty-security-9.4.53.v20231009.jar	6d958d0065013e0a8d64b3e683d2301cf83de4a25d34552ad60714b6cbe2a7be	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/jetty-security-9.4.53.v20231009.jar	6d958d0065013e0a8d64b3e683d2301cf83de4a25d34552ad60714b6cbe2a7be	http-and-optional-access	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
456	jetty-server-9.4.53.v20231009.jar	lib/jetty-server-9.4.53.v20231009.jar	9c4e9c6cb0a7a541031500af0823b678f65d809f481efa9cadd1ff81bda19f78	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/jetty-server-9.4.53.v20231009.jar	9c4e9c6cb0a7a541031500af0823b678f65d809f481efa9cadd1ff81bda19f78	http-and-optional-access	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
457	jetty-servlet-9.4.53.v20231009.jar	lib/jetty-servlet-9.4.53.v20231009.jar	b0d372f7033b42ff72c3639d0da9c9fc0d84a89f548f0b8888716863424ed4b7	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/jetty-servlet-9.4.53.v20231009.jar	b0d372f7033b42ff72c3639d0da9c9fc0d84a89f548f0b8888716863424ed4b7	http-and-optional-access	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
458	jetty-util-9.4.53.v20231009.jar	lib/jetty-util-9.4.53.v20231009.jar	7e5370022ecd1f682653641169a33e62e26730dd1e786433bed506cb0dcb1abc	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/jetty-util-9.4.53.v20231009.jar	7e5370022ecd1f682653641169a33e62e26730dd1e786433bed506cb0dcb1abc	http-and-optional-access	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
459	jetty-util-ajax-9.4.53.v20231009.jar	lib/jetty-util-ajax-9.4.53.v20231009.jar	c32c1e170615e366d90d92c1172588babc72ba31fdca85d84fa9172db26b73f4	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/jetty-util-ajax-9.4.53.v20231009.jar	c32c1e170615e366d90d92c1172588babc72ba31fdca85d84fa9172db26b73f4	http-and-optional-access	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
460	jffi-1.2.16-native.jar	lib/jffi-1.2.16-native.jar	ef78953e3dbf47fab94469190bc2a6d601566a21d4651f73c822bad1c02b64fe	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/jffi-1.2.16-native.jar	ef78953e3dbf47fab94469190bc2a6d601566a21d4651f73c822bad1c02b64fe	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
461	jffi-1.2.16.jar	lib/jffi-1.2.16.jar	7a616bb7dc6e10531a28a098078f8184df9b008d5231bdc5f1c131839385335f	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/jffi-1.2.16.jar	7a616bb7dc6e10531a28a098078f8184df9b008d5231bdc5f1c131839385335f	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
462	jline-0.9.9.jar	lib/jline-0.9.9.jar	dae00d17aa8931b8c7339930880d30dbdc61227ae22fa579db38c42488743c71	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/jline-0.9.9.jar	dae00d17aa8931b8c7339930880d30dbdc61227ae22fa579db38c42488743c71	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
463	jline-win-1.0.jar	lib/jline-win-1.0.jar	b0d884980fab1df2f948c568f576c365f3379dc8bc930272fa508843d1f3652b	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/jline-win-1.0.jar	b0d884980fab1df2f948c568f576c365f3379dc8bc930272fa508843d1f3652b	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
464	jmespath-java-1.12.564.jar	lib/jmespath-java-1.12.564.jar	fdb0dd2bb3d6ae818b5ca66fa2b144147d79c98bf50b02aa12b31f770a45dd38	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/jmespath-java-1.12.564.jar	fdb0dd2bb3d6ae818b5ca66fa2b144147d79c98bf50b02aa12b31f770a45dd38	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
465	jnr-constants-0.9.9.jar	lib/jnr-constants-0.9.9.jar	6862e69646fb726684d8610bc5a65740feab5f235d8d1dc7596113bd1ad54181	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/jnr-constants-0.9.9.jar	6862e69646fb726684d8610bc5a65740feab5f235d8d1dc7596113bd1ad54181	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
466	jnr-ffi-2.1.7.jar	lib/jnr-ffi-2.1.7.jar	2ed1bedf59935cd3cc0964bac5cd91638b2e966a82041fe0a6c85f52279c9b34	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/jnr-ffi-2.1.7.jar	2ed1bedf59935cd3cc0964bac5cd91638b2e966a82041fe0a6c85f52279c9b34	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
467	jnr-posix-3.0.44.jar	lib/jnr-posix-3.0.44.jar	8442c39b21a82eab9f07039ddd5caeb1707247e1bf45c2abf3150869393ce182	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/jnr-posix-3.0.44.jar	8442c39b21a82eab9f07039ddd5caeb1707247e1bf45c2abf3150869393ce182	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
468	jnr-x86asm-1.0.2.jar	lib/jnr-x86asm-1.0.2.jar	39f3675b910e6e9b93825f8284bec9f4ad3044cd20a6f7c8ff9e2f8695ebf21e	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/jnr-x86asm-1.0.2.jar	39f3675b910e6e9b93825f8284bec9f4ad3044cd20a6f7c8ff9e2f8695ebf21e	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
469	joda-time-2.8.1.jar	lib/joda-time-2.8.1.jar	b4670b95f75957c974284c5f3ada966040be2578f643c5c6083d262162061fa2	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/joda-time-2.8.1.jar	b4670b95f75957c974284c5f3ada966040be2578f643c5c6083d262162061fa2	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
470	json-simple-1.1.1.jar	lib/json-simple-1.1.1.jar	4e69696892b88b41c55d49ab2fdcc21eead92bf54acc588c0050596c3b75199c	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/json-simple-1.1.1.jar	4e69696892b88b41c55d49ab2fdcc21eead92bf54acc588c0050596c3b75199c	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
471	jsr305-3.0.2.jar	lib/jsr305-3.0.2.jar	766ad2a0783f2687962c8ad74ceecc38a28b9f72a2d085ee438b7813e928d0c7	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/jsr305-3.0.2.jar	766ad2a0783f2687962c8ad74ceecc38a28b9f72a2d085ee438b7813e928d0c7	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
472	jul-to-slf4j-1.7.36.jar	lib/jul-to-slf4j-1.7.36.jar	9e641fb142c5f0b0623d6222c09ea87523a41bf6bed48ac79940724010b989de	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/jul-to-slf4j-1.7.36.jar	9e641fb142c5f0b0623d6222c09ea87523a41bf6bed48ac79940724010b989de	operations-and-observability	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
473	liberator-0.15.3.jar	lib/liberator-0.15.3.jar	f22c45ee0dea0065915d5777e2dfb756d1fd30cd36bafcc2699bbc09bfc579f8	direct-pom	4	RETAIN_HASH_PINNED_STAGE1	lib/liberator-0.15.3.jar	f22c45ee0dea0065915d5777e2dfb756d1fd30cd36bafcc2699bbc09bfc579f8	http-and-optional-access	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
474	listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar	lib/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar	b372a037d4230aa57fbeffdef30fd6123f9c0c2db85d0aced00c91b974f33f99	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar	b372a037d4230aa57fbeffdef30fd6123f9c0c2db85d0aced00c91b974f33f99	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
475	log4j-over-slf4j-1.7.36.jar	lib/log4j-over-slf4j-1.7.36.jar	0a7e032bf5bcdd5b2bf8bf2e5cf02c5646f2aa6fee66933b8150dbe84e651e8a	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/log4j-over-slf4j-1.7.36.jar	0a7e032bf5bcdd5b2bf8bf2e5cf02c5646f2aa6fee66933b8150dbe84e651e8a	operations-and-observability	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
